COUNTRY,SUBBRAND,YEAR,MONTH,SCENARIO,FORECAST,FORECAST_YEAR,AMOUNT
Great Britain,7up Free (L3),2023,10,AI_forecast,AI_P03F,2023,1491673.1215698158
Norway,Pepsi Max (L3),2023,5,AI_forecast,AI_P04F,2023,2858652.391763268
Spain,Pepsi Regular (L3),2024,7,AI_forecast,AI_P04F,2023,123471.01751008592
Norway,Lipton (L3),2023,8,AI_forecast,AI_P08F,2023,13080.255412914283
Netherlands,Pepsi Regular (L3),2023,1,AI_forecast,AI_PF,2023,529285.1434669406
Great Britain,Lipton (L3),2024,11,AI_forecast,AI_P09F,2023,640820.6905860723
Portugal,7up (L3),2024,3,AI_forecast,AI_P12F,2023,220336.99996093928
Great Britain,7up (L3),2024,8,AI_forecast,AI_P12F,2023,479312.2081225882
Great Britain,7up (L3),2024,11,AI_forecast,AI_P06F,2023,49937.93748378053
Portugal,Pepsi Regular (L3),2024,8,AI_forecast,AI_P08F,2023,271692.9950248528
Portugal,Lipton (L3),2023,4,actual,null,null,584073.0946158236
Portugal,7up (L3),2023,4,actual,null,null,342200.0838305637
Czech,7up (L3),2023,4,actual,null,null,62656.2383324058
Hungary,Lipton (L3),2023,4,actual,null,null,270766.71151719237
Portugal,7up Free (L3),2023,11,AI_forecast,AI_P07F,2023,102599.9861711347
Hungary,Pepsi Max (L3),2023,10,AI_forecast,AI_P07F,2023,463667.1550174677
Netherlands,Pepsi Regular (L3),2023,12,AI_forecast,AI_PF,2023,573130.8795807423
Great Britain,Pepsi Max (L3),2024,8,AI_forecast,AI_P11F,2023,1.1116910206349533E7
Hungary,Mountain Dew (L3),2024,4,AI_forecast,AI_P02F,2023,32317.194331714298
Czech,Mountain Dew (L3),2024,10,AI_forecast,AI_P05F,2023,89591.83535468229
Hungary,Pepsi Regular (L3),2024,9,AI_forecast,AI_P09F,2023,1143684.381148415
Great Britain,7up (L3),2024,3,AI_forecast,AI_P03F,2023,313193.4166703061
Italy,7up (L3),2024,11,AI_forecast,AI_P10F,2023,11604.356109756716
Norway,7up Free (L3),2023,4,actual,null,null,28263.728135402565
Great Britain,Pepsi Max (L3),2023,4,actual,null,null,1.1717133867759043E7
Great Britain,Pepsi Regular (L3),2023,4,actual,null,null,1896348.932428339
Great Britain,Lipton (L3),2023,4,actual,null,null,657783.9962875036
Great Britain,Mountain Dew (L3),2023,4,actual,null,null,165850.19365564658
Netherlands,7up Free (L3),2023,4,actual,null,null,147304.69944277333
Great Britain,7up (L3),2023,4,actual,null,null,240064.25450677337
Netherlands,Lipton (L3),2023,4,actual,null,null,1434733.1246962023
Spain,Pepsi Regular (L3),2023,4,actual,null,null,99838.51406116813
Denmark,Mountain Dew (L3),2023,6,AI_forecast,AI_P05F,2023,27000.91203826211
Denmark,Pepsi Max (L3),2025,4,AI_forecast,AI_P12F,2023,2845203.17077925
Great Britain,Lipton (L3),2023,5,AI_forecast,AI_P03F,2023,661101.7678404847
Great Britain,Mountain Dew (L3),2024,7,AI_forecast,AI_P11F,2023,230141.77083235484
Great Britain,Mountain Dew (L3),2024,8,AI_forecast,AI_P11F,2023,191666.60308410658
Norway,Mountain Dew (L3),2024,5,AI_forecast,AI_P09F,2023,3114.0011037248883
Norway,Pepsi Max (L3),2024,1,AI_forecast,AI_P09F,2023,1835310.7357660015
Hungary,Pepsi Max (L3),2023,12,AI_forecast,AI_PF,2023,458447.16043592506
Great Britain,Pepsi Max (L3),2024,9,AI_forecast,AI_P07F,2023,1.0635985786905428E7
Great Britain,Pepsi Regular (L3),2024,4,AI_forecast,AI_P02F,2023,735405.7122219265
Denmark,Pepsi Max (L3),2025,5,AI_forecast,AI_P12F,2023,2929990.0687844343
Great Britain,7up (L3),2023,10,AI_forecast,AI_P09F,2023,126744.32768155524
Czech,Pepsi Regular (L3),2024,9,AI_forecast,AI_P05F,2023,1004661.9199930454
Denmark,7up (L3),2023,8,AI_forecast,AI_P08F,2023,0.0
Norway,Pepsi Max (L3),2024,1,AI_forecast,AI_P06F,2023,1962262.0928328817
Spain,7up (L3),2024,5,AI_forecast,AI_P05F,2023,56124.95584682115
Denmark,Pepsi Max (L3),2024,12,AI_forecast,AI_P08F,2023,2532082.5657173577
Denmark,Pepsi Max (L3),2025,1,AI_forecast,AI_P12F,2023,2335217.8540445506
Spain,Pepsi Max (L3),2024,7,AI_forecast,AI_P04F,2023,186678.51857767376
Spain,Pepsi Max (L3),2023,7,AI_forecast,AI_P06F,2023,154587.99921677937
Czech,Pepsi Max (L3),2024,4,AI_forecast,AI_P10F,2023,386757.6562405974
Netherlands,Pepsi Max (L3),2024,9,AI_forecast,AI_P07F,2023,1096582.8675346442
Netherlands,Mountain Dew (L3),2024,1,AI_forecast,AI_P03F,2023,0.0
Spain,Pepsi Regular (L3),2023,9,AI_forecast,AI_P05F,2023,90593.92494076685
Denmark,7up (L3),2023,7,AI_forecast,AI_P04F,2023,0.0
Hungary,Pepsi Max (L3),2024,1,AI_forecast,AI_P12F,2023,476069.8528626801
Italy,Pepsi Regular (L3),2025,2,AI_forecast,AI_P09F,2023,1968250.0726577824
Italy,Pepsi Max (L3),2024,4,AI_forecast,AI_P04F,2023,179760.81884912212
Netherlands,Pepsi Max (L3),2024,3,AI_forecast,AI_PF,2023,1037202.7019481235
Spain,Pepsi Regular (L3),2024,3,AI_forecast,AI_P09F,2023,142573.79269422716
Czech,Pepsi Regular (L3),2024,12,AI_forecast,AI_P07F,2023,1277222.2244401604
Great Britain,Pepsi Max (L3),2023,3,AI_forecast,AI_PF,2023,1.194567741356711E7
Italy,Pepsi Regular (L3),2024,10,AI_forecast,AI_P12F,2023,1720801.9312121032
Czech,Lipton (L3),2023,7,AI_forecast,AI_P06F,2023,351931.2406414455
Great Britain,Mountain Dew (L3),2023,10,AI_forecast,AI_P05F,2023,176487.271012682
Netherlands,7up (L3),2024,12,AI_forecast,AI_P12F,2023,99283.01159059632
Netherlands,Lipton (L3),2023,10,AI_forecast,AI_PF,2023,1429494.436136871
Denmark,7up Free (L3),2024,7,AI_forecast,AI_P04F,2023,17360.14794902208
Netherlands,Pepsi Regular (L3),2023,3,AI_forecast,AI_P03F,2023,589710.7286925338
Great Britain,Mountain Dew (L3),2024,5,AI_forecast,AI_P09F,2023,178389.76512104843
Hungary,7up (L3),2024,7,AI_forecast,AI_P11F,2023,26634.636211720543
Netherlands,Pepsi Max (L3),2024,1,AI_forecast,AI_P11F,2023,764846.7102204127
Norway,Lipton (L3),2024,7,AI_forecast,AI_P02F,2023,4213.455609026944
Hungary,Pepsi Max (L3),2025,1,AI_forecast,AI_P12F,2023,491321.163399348
Hungary,Pepsi Max (L3),2023,9,AI_forecast,AI_P05F,2023,485546.63695010333
Great Britain,Lipton (L3),2023,9,AI_forecast,AI_P09F,2023,745890.5802706056
Czech,Mountain Dew (L3),2024,3,AI_forecast,AI_P09F,2023,84465.7944274766
Hungary,Mountain Dew (L3),2023,10,AI_forecast,AI_P08F,2023,38066.63309747324
Denmark,Pepsi Max (L3),2024,12,AI_forecast,AI_P12F,2023,3023363.736339069
Spain,Pepsi Max (L3),2024,5,AI_forecast,AI_P02F,2023,78250.83671959743
Hungary,Pepsi Regular (L3),2023,7,AI_forecast,AI_P07F,2023,1302403.3315188778
Great Britain,7up (L3),2023,12,AI_forecast,AI_P04F,2023,78170.44288120311
Netherlands,Mountain Dew (L3),2023,12,AI_forecast,AI_P12F,2023,0.0
Norway,Pepsi Regular (L3),2023,10,AI_forecast,AI_P06F,2023,40007.57193905067
Portugal,Lipton (L3),2023,12,AI_forecast,AI_P08F,2023,704866.9004797165
Denmark,7up Free (L3),2024,2,AI_forecast,AI_P12F,2023,24125.076025317063
Hungary,Pepsi Max (L3),2024,3,AI_forecast,AI_P12F,2023,554052.589782937
Great Britain,Lipton (L3),2023,3,AI_forecast,AI_P03F,2023,515391.52159329306
Great Britain,Pepsi Regular (L3),2024,8,AI_forecast,AI_P06F,2023,1522757.7541208293
Great Britain,Lipton (L3),2024,3,AI_forecast,AI_P07F,2023,648144.4907001897
Czech,Lipton (L3),2023,8,AI_forecast,AI_P05F,2023,339470.9152543173
Czech,Lipton (L3),2024,2,AI_forecast,AI_P04F,2023,210790.35922359984
Netherlands,7up Free (L3),2024,2,AI_forecast,AI_P02F,2023,91928.50243906205
Norway,Pepsi Regular (L3),2024,5,AI_forecast,AI_P09F,2023,44895.99228242478
Netherlands,Lipton (L3),2023,9,AI_forecast,AI_P07F,2023,1555342.4850348642
Czech,Pepsi Regular (L3),2024,7,AI_forecast,AI_P05F,2023,1015583.3872619171
Spain,Pepsi Regular (L3),2024,10,AI_forecast,AI_P09F,2023,271207.6079347459
Denmark,7up (L3),2024,6,AI_forecast,AI_P02F,2023,0.0
Hungary,Pepsi Max (L3),2024,2,AI_forecast,AI_P07F,2023,411880.650967945
Denmark,Pepsi Max (L3),2024,7,AI_forecast,AI_P09F,2023,2908814.356109102
Czech,Mountain Dew (L3),2024,12,AI_forecast,AI_P12F,2023,93400.84212581551
Great Britain,Pepsi Regular (L3),2023,2,AI_forecast,AI_P02F,2023,1614957.6566942886
Netherlands,Pepsi Max (L3),2024,2,AI_forecast,AI_P09F,2023,830495.8857957771
Netherlands,7up (L3),2023,5,AI_forecast,AI_P02F,2023,111827.94624941309
Netherlands,Mountain Dew (L3),2023,10,AI_forecast,AI_P04F,2023,0.0
Czech,Pepsi Regular (L3),2024,3,AI_forecast,AI_P03F,2023,1008687.1637162582
Hungary,7up Free (L3),2023,11,AI_forecast,AI_PF,2023,14088.818129944419
Netherlands,Pepsi Regular (L3),2023,12,AI_forecast,AI_PF,2023,570436.0112808434
Norway,7up Free (L3),2024,8,AI_forecast,AI_P06F,2023,47624.17798162638
Great Britain,Pepsi Regular (L3),2023,7,AI_forecast,AI_P05F,2023,2030704.5284753714
Czech,Pepsi Max (L3),2023,12,AI_forecast,AI_P05F,2023,432525.5203344555
Spain,Lipton (L3),2023,9,AI_forecast,AI_P08F,2023,15975.328773324873
Spain,7up Free (L3),2023,10,AI_forecast,AI_P08F,2023,76188.85729578286
Norway,Pepsi Max (L3),2024,8,AI_forecast,AI_P12F,2023,2953191.2751172436
Norway,Lipton (L3),2023,12,AI_forecast,AI_P09F,2023,9666.9712360526
Norway,Lipton (L3),2024,5,AI_forecast,AI_P03F,2023,8026.114932205075
Hungary,7up Free (L3),2024,4,AI_forecast,AI_P12F,2023,71065.96121384716
Great Britain,Pepsi Max (L3),2023,6,AI_forecast,AI_P04F,2023,1.1474312391107192E7
Hungary,Mountain Dew (L3),2024,9,AI_forecast,AI_P04F,2023,40487.36019464589
Denmark,Pepsi Max (L3),2023,8,AI_forecast,AI_P08F,2023,2739490.526450523
Denmark,Pepsi Max (L3),2024,2,AI_forecast,AI_P09F,2023,2315338.316035953
Great Britain,7up Free (L3),2024,1,AI_forecast,AI_P12F,2023,695271.6731035867
Hungary,Pepsi Regular (L3),2024,5,AI_forecast,AI_P05F,2023,1244413.1168814325
Italy,7up (L3),2023,7,AI_forecast,AI_P02F,2023,24925.722320811277
Spain,Pepsi Regular (L3),2024,4,AI_forecast,AI_P03F,2023,80260.30501423625
Great Britain,Lipton (L3),2024,5,AI_forecast,AI_P12F,2023,752085.9362396563
Spain,Pepsi Max (L3),2023,4,AI_forecast,AI_P02F,2023,72773.88662280905
Norway,Pepsi Max (L3),2024,7,AI_forecast,AI_P04F,2023,2674253.62735289
Netherlands,Mountain Dew (L3),2024,2,AI_forecast,AI_P05F,2023,0.0
Great Britain,Pepsi Max (L3),2023,12,AI_forecast,AI_P12F,2023,1.2567667641335588E7
Hungary,Pepsi Max (L3),2024,6,AI_forecast,AI_P12F,2023,544544.6713381469
Denmark,Pepsi Max (L3),2024,9,AI_forecast,AI_P07F,2023,2263636.3787006866
Great Britain,7up Free (L3),2023,4,AI_forecast,AI_P02F,2023,1354820.3672232942
Spain,Pepsi Max (L3),2023,6,AI_forecast,AI_P02F,2023,74701.89793589333
Hungary,7up (L3),2024,1,AI_forecast,AI_P08F,2023,29051.932354409786
Great Britain,7up Free (L3),2023,11,AI_forecast,AI_P03F,2023,1150772.4488538099
Czech,7up (L3),2024,5,AI_forecast,AI_P09F,2023,65349.27427382361
Netherlands,Pepsi Max (L3),2023,8,AI_forecast,AI_P04F,2023,963969.8623354442
Norway,Pepsi Max (L3),2024,4,AI_forecast,AI_P09F,2023,2364671.4816975384
Netherlands,7up (L3),2024,6,AI_forecast,AI_P10F,2023,155780.7671437797
Norway,Pepsi Max (L3),2023,12,AI_forecast,AI_P09F,2023,2751548.0130303875
Czech,Pepsi Regular (L3),2024,3,AI_forecast,AI_P08F,2023,981139.722676819
Netherlands,7up (L3),2024,11,AI_forecast,AI_P09F,2023,60173.04748142001
Denmark,7up (L3),2023,11,AI_forecast,AI_P09F,2023,0.0
Netherlands,Pepsi Regular (L3),2023,11,AI_forecast,AI_P05F,2023,501876.03091103036
Denmark,7up Free (L3),2024,3,AI_forecast,AI_P09F,2023,50043.84819376617
Great Britain,7up Free (L3),2023,5,AI_forecast,AI_P05F,2023,1651508.2909698351
Netherlands,Pepsi Max (L3),2023,12,AI_forecast,AI_P12F,2023,831382.2315726103
Netherlands,Pepsi Max (L3),2025,3,AI_forecast,AI_P10F,2023,974745.865240275
Norway,Pepsi Max (L3),2023,9,AI_forecast,AI_PF,2023,2331796.397537482
Netherlands,Pepsi Regular (L3),2023,10,AI_forecast,AI_P04F,2023,624749.0955620161
Italy,Pepsi Max (L3),2023,9,AI_forecast,AI_P05F,2023,151084.79297181667
Denmark,Pepsi Max (L3),2023,9,AI_forecast,AI_P08F,2023,2478475.111847957
Hungary,Mountain Dew (L3),2023,9,AI_forecast,AI_P06F,2023,41845.44884143736
Denmark,Pepsi Regular (L3),2024,5,AI_forecast,AI_P12F,2023,295087.3241453681
Great Britain,7up (L3),2025,1,AI_forecast,AI_P09F,2023,0.0
Norway,Pepsi Max (L3),2023,10,AI_forecast,AI_P07F,2023,2086815.9820037445
Norway,Pepsi Max (L3),2024,8,AI_forecast,AI_P09F,2023,2154446.1827908373
Denmark,Pepsi Max (L3),2024,10,AI_forecast,AI_P05F,2023,1848654.8686413656
Great Britain,Mountain Dew (L3),2023,12,AI_forecast,AI_PF,2023,182694.32040743539
Norway,Pepsi Max (L3),2024,1,AI_forecast,AI_P10F,2023,1966773.4795143476
Portugal,Pepsi Regular (L3),2024,12,AI_forecast,AI_P11F,2023,207468.48672590533
Portugal,Pepsi Regular (L3),2023,7,AI_forecast,AI_P06F,2023,257818.75389505347
Spain,Pepsi Regular (L3),2023,1,AI_forecast,AI_PF,2023,108418.89166220822
Hungary,Pepsi Max (L3),2023,12,AI_forecast,AI_P02F,2023,609058.3567417698
Czech,Mountain Dew (L3),2023,10,AI_forecast,AI_P07F,2023,84553.13560723992
Italy,Pepsi Regular (L3),2024,1,AI_forecast,AI_P10F,2023,1875456.6463503807
Spain,Pepsi Max (L3),2024,3,AI_forecast,AI_P09F,2023,89817.77135962123
Hungary,Lipton (L3),2024,9,AI_forecast,AI_P12F,2023,316929.05974818865
Denmark,7up (L3),2025,2,AI_forecast,AI_P11F,2023,0.0
Denmark,7up (L3),2023,5,AI_forecast,AI_P02F,2023,0.0
Denmark,Mountain Dew (L3),2024,4,AI_forecast,AI_P12F,2023,28755.953207333263
Hungary,Pepsi Max (L3),2023,5,AI_forecast,AI_PF,2023,561770.2931066233
Italy,Pepsi Regular (L3),2024,8,AI_forecast,AI_P08F,2023,2101317.6094012605
Great Britain,Lipton (L3),2023,10,AI_forecast,AI_P08F,2023,663367.8712372916
Great Britain,Pepsi Regular (L3),2024,4,AI_forecast,AI_P06F,2023,1005059.8621117787
Great Britain,7up Free (L3),2024,3,AI_forecast,AI_P03F,2023,1008474.6180730828
Portugal,7up (L3),2024,1,AI_forecast,AI_P08F,2023,235827.96629035095
Hungary,Pepsi Regular (L3),2025,1,AI_forecast,AI_P10F,2023,1664346.0475527835
Great Britain,Mountain Dew (L3),2025,1,AI_forecast,AI_P11F,2023,100001.86658324918
Spain,Pepsi Max (L3),2024,1,AI_forecast,AI_P07F,2023,74471.51973161846
Spain,7up Free (L3),2023,10,AI_forecast,AI_P05F,2023,71950.99466919115
Netherlands,Pepsi Max (L3),2024,9,AI_forecast,AI_P10F,2023,1094941.2603723612
Norway,Pepsi Max (L3),2024,7,AI_forecast,AI_P12F,2023,2819374.004800528
Netherlands,Mountain Dew (L3),2024,6,AI_forecast,AI_PF,2023,0.0
Netherlands,Lipton (L3),2024,12,AI_forecast,AI_P08F,2023,1338270.372045822
Portugal,7up Free (L3),2024,2,AI_forecast,AI_P11F,2023,121060.04132087753
Great Britain,Pepsi Max (L3),2023,5,AI_forecast,AI_P04F,2023,1.2041064547614051E7
Denmark,Pepsi Max (L3),2023,10,AI_forecast,AI_P10F,2023,2049461.0900769052
Portugal,7up (L3),2024,2,AI_forecast,AI_P03F,2023,152746.3273382849
Hungary,7up (L3),2024,6,AI_forecast,AI_PF,2023,63781.688696749865
Great Britain,7up (L3),2024,1,AI_forecast,AI_P02F,2023,201914.09744549726
Spain,7up Free (L3),2024,11,AI_forecast,AI_P12F,2023,85669.13858625028
Netherlands,Pepsi Max (L3),2024,7,AI_forecast,AI_P08F,2023,903424.4480565363
Portugal,Pepsi Regular (L3),2024,4,AI_forecast,AI_P02F,2023,134911.58367629178
Great Britain,Pepsi Regular (L3),2023,12,AI_forecast,AI_PF,2023,1129949.0480434394
Hungary,Mountain Dew (L3),2024,7,AI_forecast,AI_P04F,2023,43913.6896466892
Great Britain,Pepsi Regular (L3),2024,9,AI_forecast,AI_P12F,2023,1852883.6565600135
Great Britain,Mountain Dew (L3),2023,12,AI_forecast,AI_P04F,2023,126554.13343085599
Netherlands,7up Free (L3),2024,8,AI_forecast,AI_P12F,2023,151235.02553834004
Hungary,Pepsi Regular (L3),2023,11,AI_forecast,AI_P11F,2023,1236621.8744499274
Denmark,7up (L3),2023,9,AI_forecast,AI_P08F,2023,0.0
Hungary,Lipton (L3),2023,11,AI_forecast,AI_P03F,2023,279290.26861078606
Czech,Pepsi Regular (L3),2023,2,AI_forecast,AI_P02F,2023,781870.2830995582
Hungary,Lipton (L3),2024,1,AI_forecast,AI_P04F,2023,274949.0571073778
Denmark,Pepsi Max (L3),2024,6,AI_forecast,AI_P07F,2023,2810143.732303538
Great Britain,Lipton (L3),2024,8,AI_forecast,AI_P07F,2023,929697.7763696813
Denmark,Pepsi Max (L3),2024,11,AI_forecast,AI_P07F,2023,2383702.3965731864
Denmark,Pepsi Max (L3),2024,6,AI_forecast,AI_P03F,2023,1911158.5334971328
Czech,Lipton (L3),2024,1,AI_forecast,AI_P10F,2023,192997.6875939775
Great Britain,Mountain Dew (L3),2023,5,AI_forecast,AI_P02F,2023,216187.1449726728
Great Britain,7up Free (L3),2024,8,AI_forecast,AI_P04F,2023,1164586.2713240928
Great Britain,7up (L3),2024,9,AI_forecast,AI_P06F,2023,92752.23414158094
Denmark,7up Free (L3),2024,12,AI_forecast,AI_P08F,2023,22503.664400495825
Spain,7up (L3),2024,2,AI_forecast,AI_P10F,2023,47864.03290054413
Netherlands,Pepsi Regular (L3),2023,9,AI_forecast,AI_P08F,2023,585952.3493248251
Denmark,Pepsi Max (L3),2024,3,AI_forecast,AI_P10F,2023,2924947.882393706
Denmark,Pepsi Max (L3),2024,3,AI_forecast,AI_P08F,2023,2239630.759615616
Norway,7up (L3),2024,2,AI_forecast,AI_P03F,2023,0.0
Czech,7up (L3),2024,9,AI_forecast,AI_P06F,2023,78673.74751101813
Norway,Mountain Dew (L3),2024,6,AI_forecast,AI_P11F,2023,13981.434197579987
Hungary,Lipton (L3),2023,8,AI_forecast,AI_P04F,2023,446731.16542258323
Czech,Pepsi Regular (L3),2024,9,AI_forecast,AI_P10F,2023,962826.87791561
Netherlands,Lipton (L3),2024,5,AI_forecast,AI_P12F,2023,1476030.1143515522
Netherlands,Lipton (L3),2024,6,AI_forecast,AI_P02F,2023,2047379.3768295776
Portugal,Lipton (L3),2024,10,AI_forecast,AI_P11F,2023,623716.700776015
Great Britain,Pepsi Regular (L3),2024,9,AI_forecast,AI_P09F,2023,1893475.1146123726
Norway,7up (L3),2023,10,AI_forecast,AI_P07F,2023,2149.7363696991215
Hungary,Lipton (L3),2024,1,AI_forecast,AI_P03F,2023,224246.59064730396
Portugal,Lipton (L3),2024,2,AI_forecast,AI_P10F,2023,461848.98124887724
Netherlands,Pepsi Regular (L3),2024,10,AI_forecast,AI_P12F,2023,534707.3678595097
Czech,Lipton (L3),2025,3,AI_forecast,AI_P12F,2023,235657.21017628058
Great Britain,Pepsi Regular (L3),2024,10,AI_forecast,AI_P09F,2023,814382.812926274
Great Britain,Pepsi Regular (L3),2024,11,AI_forecast,AI_P08F,2023,1143763.26172517
Spain,Pepsi Max (L3),2024,2,AI_forecast,AI_P12F,2023,100687.62165927085
Great Britain,7up Free (L3),2024,8,AI_forecast,AI_P03F,2023,1117629.2671197345
Great Britain,Mountain Dew (L3),2024,7,AI_forecast,AI_P03F,2023,175144.45316262948
Denmark,Pepsi Regular (L3),2023,7,AI_forecast,AI_P05F,2023,224157.74239039206
Norway,Pepsi Max (L3),2024,4,AI_forecast,AI_P09F,2023,2520716.65569452
Norway,Pepsi Max (L3),2024,4,AI_forecast,AI_P04F,2023,2664356.38007227
Netherlands,7up (L3),2024,1,AI_forecast,AI_PF,2023,73893.284606106
Norway,Lipton (L3),2023,12,AI_forecast,AI_P11F,2023,0.0
Great Britain,Pepsi Max (L3),2023,12,AI_forecast,AI_P05F,2023,1.1884404952719837E7
Italy,Pepsi Max (L3),2025,5,AI_forecast,AI_P12F,2023,211949.99663761005
Great Britain,Lipton (L3),2024,1,AI_forecast,AI_P09F,2023,643264.3962510476
Denmark,Pepsi Max (L3),2023,10,AI_forecast,AI_P09F,2023,1824816.28509009
Great Britain,7up Free (L3),2024,10,AI_forecast,AI_P09F,2023,771769.8215824305
Hungary,Pepsi Regular (L3),2024,8,AI_forecast,AI_P10F,2023,1086970.400820637
Denmark,Pepsi Regular (L3),2024,9,AI_forecast,AI_P05F,2023,180709.89736726866
Spain,Lipton (L3),2024,7,AI_forecast,AI_P09F,2023,19054.84296713983
Netherlands,Pepsi Max (L3),2023,10,AI_forecast,AI_P03F,2023,1030781.5028943901
Portugal,Pepsi Regular (L3),2024,9,AI_forecast,AI_P10F,2023,208249.84155570064
Portugal,Pepsi Regular (L3),2024,3,AI_forecast,AI_P07F,2023,163408.01553215127
Hungary,Lipton (L3),2023,8,AI_forecast,AI_P05F,2023,460976.0618461075
Italy,7up (L3),2024,7,AI_forecast,AI_P02F,2023,29125.28765971344
Hungary,Pepsi Regular (L3),2024,4,AI_forecast,AI_P02F,2023,1446143.4340487244
Portugal,7up (L3),2024,5,AI_forecast,AI_P06F,2023,340906.63765295676
Great Britain,7up (L3),2025,2,AI_forecast,AI_P10F,2023,282784.1202835032
Hungary,Lipton (L3),2024,7,AI_forecast,AI_P04F,2023,367794.5654207375
Great Britain,Pepsi Regular (L3),2024,7,AI_forecast,AI_P08F,2023,1474866.4453714134
Netherlands,7up Free (L3),2024,10,AI_forecast,AI_P11F,2023,151402.8950375808
Norway,Mountain Dew (L3),2023,9,AI_forecast,AI_P04F,2023,3903.7400914140744
Great Britain,7up (L3),2024,7,AI_forecast,AI_P08F,2023,0.0
Norway,Pepsi Regular (L3),2024,9,AI_forecast,AI_P12F,2023,34745.71061225106
Netherlands,Lipton (L3),2024,5,AI_forecast,AI_P02F,2023,1595394.6090473582
Portugal,Pepsi Regular (L3),2023,3,AI_forecast,AI_P02F,2023,158459.585894757
Great Britain,Lipton (L3),2023,8,AI_forecast,AI_P07F,2023,801229.7165720578
Great Britain,7up Free (L3),2024,8,AI_forecast,AI_P05F,2023,1170241.965915629
Hungary,Lipton (L3),2024,1,AI_forecast,AI_P10F,2023,304906.4393000913
Norway,Pepsi Regular (L3),2024,8,AI_forecast,AI_P04F,2023,44372.044908796306
Hungary,Pepsi Max (L3),2024,11,AI_forecast,AI_P11F,2023,455630.63413040014
Denmark,Pepsi Max (L3),2024,10,AI_forecast,AI_P10F,2023,1858390.4831130404
Great Britain,Pepsi Regular (L3),2025,2,AI_forecast,AI_P11F,2023,427568.42732970434
Czech,7up (L3),2023,10,AI_forecast,AI_P05F,2023,70645.84610010144
Great Britain,7up (L3),2023,4,AI_forecast,AI_P02F,2023,79192.40136299498
Netherlands,Lipton (L3),2023,11,AI_forecast,AI_P05F,2023,1770508.8149540552
Portugal,Lipton (L3),2024,2,AI_forecast,AI_P05F,2023,382921.4304881202
Spain,7up (L3),2023,10,AI_forecast,AI_P10F,2023,73630.60073803787
Netherlands,Lipton (L3),2024,11,AI_forecast,AI_P09F,2023,1108566.7143679596
Norway,Lipton (L3),2024,8,AI_forecast,AI_P03F,2023,10446.11606632789
Denmark,Mountain Dew (L3),2024,2,AI_forecast,AI_P03F,2023,11262.068607086396
Norway,Lipton (L3),2024,1,AI_forecast,AI_P09F,2023,4515.530713053324
Portugal,7up Free (L3),2024,6,AI_forecast,AI_P04F,2023,136884.9913176781
Great Britain,Pepsi Max (L3),2024,4,AI_forecast,AI_P11F,2023,1.1606639026174009E7
Netherlands,Pepsi Regular (L3),2023,7,AI_forecast,AI_P06F,2023,570538.8766004229
Denmark,Pepsi Max (L3),2024,3,AI_forecast,AI_P07F,2023,2480987.4196153986
Great Britain,Lipton (L3),2023,12,AI_forecast,AI_P03F,2023,652534.6461931653
Great Britain,7up Free (L3),2024,5,AI_forecast,AI_P02F,2023,1194147.9561810056
Great Britain,7up Free (L3),2023,6,AI_forecast,AI_P03F,2023,1356300.578568726
Portugal,Pepsi Regular (L3),2023,12,AI_forecast,AI_P09F,2023,216505.41507433815
Norway,Pepsi Max (L3),2024,9,AI_forecast,AI_P08F,2023,2443181.7603526413
Portugal,Pepsi Max (L3),2024,5,AI_forecast,AI_P02F,2023,211165.71686460834
Great Britain,Pepsi Max (L3),2024,2,AI_forecast,AI_P10F,2023,9642115.509867566
Spain,7up (L3),2024,12,AI_forecast,AI_P08F,2023,102791.58030971298
Great Britain,7up Free (L3),2023,9,AI_forecast,AI_P07F,2023,1485756.0291871533
Netherlands,Pepsi Max (L3),2024,3,AI_forecast,AI_P07F,2023,1020980.5377267336
